,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
1507,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段121~150號,16.57,住,,,1030315,土地1建物1車位1,十五層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,112.7,2,1,1,有,有,7500000,76271,坡道平面,30.1,1200000,,RPSOMLLMJHPFFEF48CA
1508,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段301~330號,8.56,商,,,1081124,土地1建物1車位1,十八層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,112.52,2,1,1,有,有,6600000,58656,坡道機械,15.42,0,,RPOOMLNJKHPFFEF08CA
1511,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段151~180號,16.55,住,,,1081110,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970609,125.08,2,1,1,有,有,6930000,55405,坡道平面,27.55,0,,RPSNMLQKJHPFFEF68CA
1517,八里區,房地(土地+建物),新北市八里區龍米路二段31~60號,9.36,住,,,1081021,土地1建物1車位0,五層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,93.72,2,2,1,有,有,5500000,58685,,0.0,0,,RPPOMLNKJHPFFEF18CA
1518,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段189巷91~120號,41.87,住,,,1081222,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990615,241.85,4,2,2,有,有,20600000,85177,坡道機械,17.4,0,,RPSOMLNKJHPFFEF48CA
1519,淡水區,房地(土地+建物),新北市淡水區民權路211~240號,9.16,住,,,1080909,土地1建物1車位0,十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961005,92.42999999999999,2,2,1,有,有,11500000,124418,,0.0,0,,RPTNMLOKJHPFFEF58CA
1523,汐止區,房地(土地+建物)+車位,新北市汐止區湖前街110巷97弄1~30號,72.05,,山坡地保育區,丙種建築用地,1080820,土地8建物1車位2,二十五層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,286.23,4,2,2,有,有,23000000,80355,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLPJKHPFFDF58CA
1539,新店區,房地(土地+建物),新北市新店區達觀路8巷1~30號,35.35,,山坡地保育區,丙種建築用地,1081231,土地5建物1車位0,十層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,77.17,1,2,1,有,有,4000000,51834,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLPKJHPFFCF09CA
1543,新店區,房地(土地+建物)+車位,新北市新店區溪園路391~420號,56.26,住,,,1081202,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911121,479.12,5,2,3,有,有,49200000,102688,坡道平面,23.73,0,含增建或未登記建物。;,RPXNMLKKJHPFFCF38CA
1553,新莊區,房地(土地+建物)+車位,新北市新莊區昌隆街61~90號,13.27,其他,,,1081208,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910819,156.98000000000002,3,2,2,有,有,14420000,91859,坡道平面,38.54,0,,RPSPMLLLJHPFFBF18CA
1575,林口區,房地(土地+建物)+車位,新北市林口區信義路151~180號,23.01,住,,,1081110,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941130,178.36,4,2,2,有,有,13000000,72886,坡道平面,26.13,0,,RPSOMLNKJHPFFBF18CA
1577,新莊區,房地(土地+建物),新北市新莊區中平路377巷17弄31~60號,12.63,住,,,1081116,土地1建物1車位0,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930611,93.59,3,2,1,有,有,10700000,114328,,0.0,0,含增建或未登記建物。;,RPVNMLNKJHPFFBF38CA
1585,土城區,房地(土地+建物),新北市土城區中華路一段31~60號,10.88,住,,,1081204,土地1建物1車位0,十層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840121,119.44999999999999,3,2,2,有,有,12400000,103809,,0.0,0,,RPQPMLLLJHPFFAF87CA
1586,板橋區,房地(土地+建物),新北市板橋區光環路二段1~30號,38.95,住,,,1081217,土地1建物1車位0,一層，見其他登記事項,17.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021226,292.41999999999996,4,2,3,有,有,58000000,198345,,0.0,0,,RPORMLKMJHPFFAF87CA
1587,土城區,房地(土地+建物)+車位,新北市土城區中華路一段121~150號,13.14,住,,,1081127,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831008,118.71,2,2,1,有,有,10200000,85924,坡道平面,0.0,0,,RPRQMLOJKHPFFAF28CA
1588,土城區,房地(土地+建物),新北市土城區青雲路151~180號,4.63,商,,,1081228,土地1建物1車位0,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,55.519999999999996,1,1,1,有,無,6380000,114914,,0.0,0,,RPVOMLPJKHPFFAF58CA
1606,板橋區,房地(土地+建物)+車位,新北市板橋區長江路二段1~30號,9.19,住,,,1081202,土地2建物1車位1,二十五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,149.82999999999998,3,2,2,有,有,14660000,97844,坡道機械,0.0,0,含增建或未登記建物。;本案車位面積無法拆算。,RPUNMLKKJHPFFAF87CA
1610,板橋區,房地(土地+建物)+車位,新北市板橋區中山路二段412巷29弄1~30號,25.11,住,,,1081215,土地1建物1車位1,五層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030808,209.33,3,2,2,有,有,23300000,111308,坡道平面,31.57,0,,RPUOMLKKJHPFFAF97CA
1619,板橋區,房地(土地+建物)+車位,新北市板橋區文聖街181~210號,29.23,住,,,1081125,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930726,244.83999999999997,4,2,2,有,有,34800000,142134,坡道平面,36.82,0,,RPTNMLNKJHPFFAF08CA
1644,新莊區,房地(土地+建物)+車位,新北市新莊區中平路377巷1~30號,18.5,住,,,1081025,土地1建物1車位1,一層，夾層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950515,151.75,4,2,3,有,有,19150000,126194,坡道平面,16.03,0,含增建或未登記建物。;夾層、雨遮增建,RPXOMLPKJHPFFBF88CA
1686,新店區,房地(土地+建物),新北市新店區達觀路1~30號,52.89,,山坡地保育區,丙種建築用地,1081201,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850510,112.65,3,2,2,有,有,6500000,57701,,0.0,0,含增建或未登記建物。;,RPWNMLNKJHPFFCF58CA
1706,汐止區,房地(土地+建物),新北市汐止區大同路二段184巷1~30號,11.88,住,,,1081117,土地2建物1車位0,十層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870903,97.97,2,2,1,有,有,10550000,107686,,0.0,0,,RPXNMLOKJHPFFDF88CA
1710,汐止區,房地(土地+建物)+車位,新北市汐止區建成路57巷1~30號,14.93,住,,,1081213,土地2建物1車位1,三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,146.49,4,2,3,有,有,13250000,90450,坡道平面,37.8,0,,RPRNMLLLJHPFFDF08CA
1712,汐止區,房地(土地+建物),新北市汐止區康寧街721~750號,28.75,其他,,,1081204,土地2建物1車位0,十三層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980526,146.81,3,2,2,有,有,12100000,82419,,0.0,0,,RPXNMLNKJHPFFDF78CA
1719,汐止區,房地(土地+建物),新北市汐止區福德一路201巷31~60號,4.78,住,,,1081210,土地1建物1車位0,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830204,34.03,0,0,0,無,有,3600000,105789,,0.0,0,含增建或未登記建物。;,RPQNMLPJKHPFFDF28CA
1721,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,16.61,住,,,1081228,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126,125.82,2,2,1,有,有,9388000,74615,坡道平面,34.43,0,,RPSOMLKKJHPFFEF18CA
1722,淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段211~240號,18.9,住,,,1081218,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041117,129.71,2,2,2,有,有,8350000,64374,坡道機械,25.14,0,,RPSQMLKKJHPFFEF38CA
1724,八里區,房地(土地+建物)+車位,新北市八里區龍米路一段301~330號,28.89,住,,,1081226,土地1建物1車位1,十九層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,373.38,4,2,3,有,有,38100000,102041,坡道平面,37.18,0,,RPWOMLNKJHPFFEF88CA
1726,淡水區,房地(土地+建物)+車位,新北市淡水區新春街121~150號,20.34,住,,,1081202,土地1建物1車位1,十五層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,152.43,3,2,2,有,有,6680000,43823,坡道平面,19.95,0,,RPSQMLNKJHPFFEF68CA
1727,淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段181~210號,26.68,住,,,1081208,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040316,182.7,3,2,2,有,有,11000000,60208,坡道平面,30.11,0,,RPROMLNKJHPFFEF38CA
1732,八里區,房地(土地+建物)+車位,新北市八里區忠孝路331~360號,20.91,住,,,1081213,土地2建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,127.57,2,2,1,有,有,7360000,68802,坡道平面,32.66,830000,,RPVQMLPKJHPFFEF56CA
1734,八里區,房地(土地+建物)+車位,新北市八里區仁愛路31~60號,17.29,住,,,1081129,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841009,118.41,3,2,2,有,有,5400000,45604,坡道平面,0.0,0,,RPVRMLRKJHPFFEF86CA
1735,八里區,房地(土地+建物)+車位,新北市八里區龍米路一段181~210號,4.51,住,,,1081228,土地1建物1車位1,九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960525,75.3,2,2,2,有,有,5000000,66401,坡道平面,19.89,0,親友、員工或其他特殊關係間之交易。;,RPPTMLRKJHPFFEF09CA
1736,八里區,房地(土地+建物)+車位,新北市八里區龍米路一段181~210號,4.54,住,,,1081228,土地1建物1車位1,九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960525,75.6,2,2,2,有,有,5000000,66129,坡道平面,19.89,0,親友、員工或其他特殊關係間之交易。;,SPPTMLRKJHPFFEF56CA
1737,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段31~60號,25.08,住,,,1040719,土地1建物1車位1,二層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,164.14999999999998,3,2,2,有,有,11100000,70538,坡道平面,23.8,1200000,,RPTNMLPJKHPFFEF68CA
1744,三重區,房地(土地+建物),新北市三重區中正北路165巷61~90號,15.05,住,,,1081121,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970201,100.9,2,2,2,有,有,13800000,136769,,0.0,0,含增建或未登記建物。;,RPSQMLNKJHPFFGF88CA
1747,三重區,房地(土地+建物)+車位,新北市三重區中正北路165巷61~90號,26.78,住,,,1081216,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970201,200.82999999999998,3,2,2,有,有,22800000,113529,坡道平面,31.02,0,,RPSOMLNKJHPFFGF68CA
1754,三重區,房地(土地+建物)+車位,新北市三重區集賢路1~30號,34.33,住,,,1081112,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010706,266.19,4,2,2,有,有,26000000,122542,坡道平面,86.66,4000000,親友、員工或其他特殊關係間之交易。,RPSNMLRKJHPFFGF98CA
1759,三重區,房地(土地+建物)+車位,新北市三重區重新路一段91~120號,6.27,其他,,,1090102,土地1建物1車位1,十七層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,130.65,2,2,1,有,有,16362000,146641,坡道機械,27.8,1280000,向政府機關承購之案件。;捷運局標售案,RPQONLPJKHPFFGF78CA
1764,蘆洲區,房地(土地+建物)+車位,新北市蘆洲區永樂街31~60號,26.66,住,,,1081225,土地1建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,161.3,3,2,2,有,有,14800000,91754,坡道平面,0.0,0,,RPPRMLKLJHPFFGF48CA
1771,中和區,房地(土地+建物)+車位,新北市中和區中正路151~180號,10.61,住,,,1081215,土地2建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,120.15,2,2,2,有,有,13400000,111527,坡道機械,18.53,0,含增建或未登記建物。;,RPROMLNKJHPFFHF68CA
1796,中和區,房地(土地+建物),新北市中和區景平路151~180號,5.45,住,,,1081207,土地3建物1車位0,十七層,41.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,91.85,2,2,1,有,有,12500000,136091,,0.0,0,,RPRRMLPKJHPFFHF56CA
1798,永和區,房地(土地+建物),新北市永和區仁愛路306巷18弄1~30號,19.3,住,,,1080914,土地1建物1車位0,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941013,110.02000000000001,3,2,2,有,有,17500000,159062,,0.0,0,含增建或未登記建物。;,RPSOMLKLJHPFFHF58CA
1799,中和區,房地(土地+建物)+車位,新北市中和區景平路241~270號,9.51,住,,,1081231,土地1建物1車位1,十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0890529,158.0,3,2,2,有,有,15450000,97791,坡道平面,37.94,0,,RPRNMLOJKHPFFHF68CA
1801,中和區,房地(土地+建物),新北市中和區光華街91~120號,17.44,住,,,1081216,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920527,134.82,0,0,0,無,有,22000000,163181,,0.0,0,,RPXPMLLLJHPFFHF66CA
1805,中和區,房地(土地+建物),新北市中和區圓通路271~300號,24.14,住,,,1081213,土地1建物1車位0,四層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820804,151.48,3,2,2,有,有,16500000,108925,,0.0,0,,RPROMLLMJHPFFHF68CA
1847,樹林區,房地(土地+建物)+車位,新北市樹林區大義路181~210號,8.08,商,,,1081013,土地1建物1車位1,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980108,112.08,2,2,1,有,有,7500000,66916,坡道平面,30.05,0,,RPPPMLKMJHPFFIF58CA
1870,板橋區,房地(土地+建物),新北市板橋區文化路二段182巷3弄31~60號,9.06,商,,,1081211,土地1建物1車位0,六層,13.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030129,97.92,2,2,1,有,有,19600000,200163,,0.0,0,,RPUPMLOKJHPFFAF58DA
1879,林口區,房地(土地+建物),新北市林口區文化二路一段541~570號,12.95,商,,,1081103,土地1建物1車位0,六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961017,100.45000000000002,2,2,1,有,有,8500000,84619,,0.0,0,,RPUVMLKKJHPFFBF88DA
1881,五股區,房地(土地+建物)+車位,新北市五股區五福路61~90號,13.17,住,,,1081201,土地2建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,108.41,3,2,2,有,有,7900000,72872,坡道平面,0.0,1300000,含增建或未登記建物。,RPORMLOKJHPFFBF28DA
1889,深坑區,房地(土地+建物)+車位,新北市深坑區北深路三段151~180號,34.12,住,,,1081112,土地1建物1車位1,十六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031121,213.62,3,2,2,有,有,26620000,133075,坡道平面,27.86,1900000,,RPPOMLKKJHPFFCF77DA
1890,淡水區,房地(土地+建物)+車位,新北市淡水區新春街121~150號,24.42,住,,,1081028,土地2建物1車位1,八層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,162.16,3,2,2,有,有,11000000,74426,坡道平面,31.83,1300000,,RPSRMLPKJHPFFEF09DA
1892,汐止區,房地(土地+建物),新北市汐止區新臺五路二段211~240號,11.47,住,,,1081210,土地4建物1車位0,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961123,95.65,4,2,2,有,有,6100000,63768,,0.0,0,含增建或未登記建物。,RPSRMLTKJHPFFDF76DA
1893,蘆洲區,房地(土地+建物)+車位,新北市蘆洲區集賢路224巷46弄1~30號,18.84,住,,,1081214,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870219,149.26999999999998,2,2,2,有,有,14500000,109313,坡道平面,33.09,1800000,含增建或未登記建物。,RPPRMLRKJHPFFGF56DA
1894,三重區,房地(土地+建物)+車位,新北市三重區新北大道一段151~180號,10.58,住,,,1081208,土地4建物1車位1,五層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,147.14,3,2,2,有,有,12600000,85633,坡道平面,0.0,2000000,含增建或未登記建物。,RPRSMLKLJHPFFGF88DA
8,桃園區,房地(土地+建物)+車位,桃園市桃園區?門街61~90號,27.67,住,,,1081128,土地1建物1車位2,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030910,238.89,4,2,2,有,有,14400000,60279,坡道平面,58.49,0,,RPXQMLTJJHPFFAH86CA
11,桃園區,房地(土地+建物)+車位,桃園市桃園區正光一街211~240號,28.79,住,,,1081116,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080710,207.29000000000002,4,2,2,有,有,16800000,91156,坡道平面,33.96,1000000,,RPSUMLKKJHPFFAH58CA
18,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路271~300號,37.26,住,,,1080502,土地1建物1車位2,十八層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,274.82,2,2,3,有,有,26830000,104189,坡道平面,46.1,3000000,,RPTNMLKMJHPFFAH18CA
19,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,36.26,住,,,1071011,土地1建物1車位2,十層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,264.31,3,2,2,有,有,24020000,96329,坡道平面,46.1,3000000,,RPUNMLKMJHPFFAH28CA
20,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,23.94,住,,,1070718,土地1建物1車位1,七層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,171.20999999999998,2,2,2,有,有,15290000,93075,坡道平面,23.05,1500000,,RPVNMLKMJHPFFAH38CA
21,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路271~300號,37.26,住,,,1070530,土地1建物1車位2,十七層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,274.18,2,2,3,有,有,25030000,94835,坡道平面,46.1,3400000,,RPWNMLKMJHPFFAH48CA
22,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,36.26,住,,,1050805,土地1建物1車位2,十五層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,265.01,3,2,2,有,有,23800000,93189,坡道平面,46.1,3400000,,RPXNMLKMJHPFFAH58CA
